Timestamp(ms),humidity,pressure,temperature
1.0004043579101562,,931.943722633757,28.999283359245766
101.52363777160645,,939.8084194131608,21.682110246954
202.11267471313477,,907.9001521135315,24.894332222306577
302.46973037719727,,1095.889446992471,23.655341470138602
402.89783477783203,,1045.6291521524286,29.400847894916332
503.0045509338379,,920.4170927515738,22.127386543596888
603.2850742340088,,997.1360215728994,22.459565419352746
703.7568092346191,,1035.518467087427,21.898992969549244
804.2089939117432,,967.3710862837008,24.941267779531792
904.3705463409424,,1064.3110321734578,23.321905425463083
1004.6184062957764,41.34118563472972,,
